id	token	frequency
13794	বাতেন	1005
13795	রাজনগর	1005
13796	শামসুন্নাহার	1005
13797	সংস্কৃতিকে	1005
13798	হল্যান্ডের	1005
13799	অক্ষাংশ	1004
13800	একাকার	1004
13801	ওড়িয়া	1004
13802	ওয়ে	1004
13803	গ্র্যাজুয়েট	1004
13804	পরিবেশবাদী	1004
13805	পাওলো	1004
13806	বাক্যে	1004
13807	বিশ্ববাজারে	1004
13808	শতরানের	1004
13809	শিশুতোষ	1004
13810	কাঁধ	1003
13811	গ্রীষ্মমণ্ডলীয়	1003
13812	ঘাসের	1003
13813	দিগন্ত	1003
13814	লাইব্রেরির	1003
13815	সাইফুদ্দিন	1003
13816	স্বভাব	1003
13817	অন্যায়ভাবে	1002
13818	আনসারুল্লাহ	1002
13819	আস্তানায়	1002
13820	কুটির	1002
13821	জমিয়ে	1002
13822	বাজারমূল্য	1002
13823	ব্যবসাসফল	1002
13824	মাসুদের	1002
13825	আমারও	1001
13826	কায়েম	1001
13827	গুল	1001
13828	চুপচাপ	1001
13829	চৌমুহনী	1001
13830	ছানা	1001
13831	জেপি	1001
13832	দৃষ্টিনন্দন	1001
13833	দেখাচ্ছেন	1001
13834	প্রিমিয়াম	1001
13835	বর্মা	1001
13836	সহকর্মীরা	1001
13837	অনন্যা	1000
13838	অন্যায়ের	1000
13839	অবিবাহিত	1000
13840	ছাগলের	1000
13841	টেক্সট	1000
13842	বোট	1000
13843	লারা	1000
13844	অসৎ	999
13845	উপক্রম	999
13846	কামড়	999
13847	গাই	999
13848	জলসা	999
13849	পশতু	999
13850	প্রটোকল	999
13851	মং	999
13852	মওলানা	999
13853	সেঞ্চুরিতে	999
13854	ইন্ডাস্ট্রির	998
13855	কাউন্টিতে	998
13856	ঝরনা	998
13857	ঝামেলায়	998
13858	তিনতলা	998
13859	মাও	998
13860	মাহফুজুল	998
13861	যৌগিক	998
13862	লাভে	998
13863	অঞ্চলগুলি	997
13864	আইফোনের	997
13865	কোলা	997
13866	ছদ্মনাম	997
13867	ধার্মিক	997
13868	নির্ধারণী	997
13869	পলাশবাড়ী	997
13870	ব্রাশ	997
13871	মাধবপুর	997
13872	আসক্তি	996
13873	ইউনিসেফ	996
13874	ঈসা	996
13875	কল্যাণের	996
13876	ব্যাংকার	996
13877	মোখলেছুর	996
13878	রুমি	996
13879	লাইসেন্সের	996
13880	লোকেদের	996
13881	ইমদাদুল	995
13882	খর্ব	995
13883	ফার্মা	995
13884	স্টিলের	995
13885	স্বাভাবিকের	995
13886	হতদরিদ্র	995
13887	হয়েছিলাম	995
13888	হুয়াওয়ের	995
13889	জুয়ার	994
13890	ঝলক	994
13891	প্রতিস্থাপনের	994
13892	বঙ্গোপসাগরের	994
13893	বাচ্চার	994
13894	বীজের	994
13895	রক্তক্ষয়ী	994
13896	সমুন্নত	994
13897	স্কুলছাত্রী	994
13898	আগ্নেয়গিরির	993
13899	গণতন্ত্রে	993
13900	দিদার	993
13901	মালায়ালাম	993
13902	মিনিবাস	993
13903	মীরা	993
13904	উপাদানগুলির	992
13905	চমকপ্রদ	992
13906	দুশ্চিন্তার	992
13907	নবনির্মিত	992
13908	নিঃস্ব	992
13909	ফিকশন	992
13910	রুটিন	992
13911	রোলিং	992
13912	সংগঠনে	992
13913	সমাধির	992
13914	সেদিনই	992
13915	কালামের	991
13916	ক্ষীণ	991
13917	খালাসের	991
13918	চিত্রে	991
13919	বরাতে	991
13920	মধ্যভাগে	991
13921	মাঝপথে	991
13922	যন্ত্রণায়	991
13923	সমুদ্রপথে	991
13924	সাইটের	991
13925	আম্পায়ারের	990
13926	ইমারত	990
13927	কংক্রিট	990
13928	ছেদ	990
13929	তদারকির	990
13930	ফ্লাওয়ার	990
13931	শ্বেত	990
13932	ইনিংসেই	989
13933	গুহায়	989
13934	গোলা	989
13935	গ্যারেথ	989
13936	দাদি	989
13937	ফিল্টার	989
13938	বৃহস্পতি	989
13939	মাল্টি	989
13940	রেকর্ডস	989
13941	সৃষ্টিতে	989
13942	হাওলাদারের	989
13943	ক্লোরাইড	988
13944	গেমটি	988
13945	জাতীয়করণের	988
13946	প্রাকৃতিকভাবে	988
13947	প্রাগৈতিহাসিক	988
13948	ব্র্যাড	988
13949	ভিত্তির	988
13950	সমালোচনায়	988
13951	অবাঞ্ছিত	987
13952	খবরটা	987
13953	খেলি	987
13954	চাইব	987
13955	চারু	987
13956	দেশগুলোকে	987
13957	পার্টিকে	987
13958	বন্দুকের	987
13959	মুক্তিবাহিনীর	987
13960	ম্যাচগুলো	987
13961	ইংরেজির	986
13962	কমান্ডো	986
13963	গিল্ড	986
13964	পুর	986
13965	প্রোটন	986
13966	বাপ্পী	986
13967	বিএমএ	986
13968	মার্চেন্ট	986
13969	রসায়নের	986
13970	সন্ধি	986
13971	গণফোরামের	985
13972	ঘুমানোর	985
13973	জ্বালা	985
13974	বাক্যের	985
13975	বিডিফুটবলে	985
13976	মহিলাকে	985
13977	শিষ্যদের	985
13978	সালিশ	985
13979	অনীহা	984
13980	আইনস্টাইন	984
13981	ইনপুট	984
13982	কাবাব	984
13983	ক্ষমতাধর	984
13984	ঘাঁটিতে	984
13985	ফ্যাক্টরি	984
13986	মন্ডল	984
13987	শবনম	984
13988	শাটল	984
13989	শ্রাবণ	984
13990	হও	984
13991	আমিনকে	983
13992	চ্যারিটেবল	983
13993	দারুচিনি	983
13994	নাকে	983
13995	ফুলবাড়িয়া	983
13996	মফিজুর	983
13997	লোকসানের	983
13998	শরৎ	983
13999	এন্টারপ্রাইজের	982
14000	চন্দ্রা	982
14001	চৌদ্দগ্রাম	982
14002	দীর্ঘায়িত	982
14003	পরিশ্রমের	982
14004	বস্তায়	982
14005	রিয়া	982
14006	অটোরিকশাচালক	981
14007	একনেক	981
14008	ছাত্রছাত্রীরা	981
14009	জেরেমি	981
14010	ড্রাইভিং	981
14011	নিয়া	981
14012	বন্দরটি	981
14013	বিক্ষিপ্ত	981
14014	শিমুলিয়া	981
14015	শীর্ষস্থান	981
14016	সিঙ্গেল	981
14017	স্টেইন	981
14018	হোঁচট	981
14019	অনেককেই	980
14020	আনাগোনা	980
14021	উদ্দেশ্যপ্রণোদিত	980
14022	এক্সপ্রেসের	980
14023	তাহাকে	980
14024	ধাবিত	980
14025	বেঙ্গালুরুতে	980
14026	বোল্টের	980
14027	মরুভূমির	980
14028	ম্যানুয়েল	980
14029	একাত্তর	979
14030	কহিল	979
14031	তৈয়ব	979
14032	ধীরগতিতে	979
14033	ফান্ডের	979
14034	ফার্মেসি	979
14035	মন্তব্যে	979
14036	রক্ষণাত্মক	979
14037	সংকর	979
14038	অ্যামিনো	978
14039	ইশতিয়াক	978
14040	এশিয়াটিক	978
14041	চেনে	978
14042	দুর্গত	978
14043	নাসিরনগর	978
14044	শরীফের	978
14045	সহশিল্পী	978
14046	স্বর্ণের	978
14047	হওয়াটা	978
14048	আমানতের	977
14049	জড়ানো	977
14050	জেনারেশন	977
14051	ডাকসুর	977
14052	তোমায়	977
14053	ধর্মাবলম্বী	977
14054	নূরে	977
14055	বদিউজ্জামান	977
14056	মনিকা	977
14057	রামদা	977
14058	সমন	977
14059	স্কুলছাত্রীকে	977
14060	উখিয়ার	976
14061	ঝুলছে	976
14062	তারানা	976
14063	দুর্দশা	976
14064	দেশপ্রেমিক	976
14065	ফুটবলাররা	976
14066	শিল্পকে	976
14067	সফিকুল	976
14068	স্যুট	976
14069	অঙ্গরাজ্য	975
14070	ইয়াহু	975
14071	এলএনজি	975
14072	ওয়ারী	975
14073	করিল	975
14074	কাউন্টারে	975
14075	তাআলা	975
14076	দ্রুতগামী	975
14077	বোনা	975
14078	শ্বাসরোধ	975
14079	কারণটা	974
14080	কোচকে	974
14081	ক্যালরি	974
14082	চেহারার	974
14083	পূর্বসূরি	974
14084	প্রচারপত্র	974
14085	মফিজুল	974
14086	মিশিগান	974
14087	আমাদেরও	973
14088	উঁকি	973
14089	এঁকে	973
14090	কয়েকদিন	973
14091	গলি	973
14092	গোলাপী	973
14093	পার্টনার	973
14094	প্ল্যাটফর্মের	973
14095	শ্রুতি	973
14096	সুনির্দিষ্টভাবে	973
14097	স্ফটিক	973
14098	আদ	972
14099	উজ	972
14100	কেনাকাটার	972
14101	ক্যালেন্ডার	972
14102	গদ্য	972
14103	গ্রহণকারী	972
14104	ঘাটতির	972
14105	ধ্রুব	972
14106	প্রাণঘাতী	972
14107	স্বাদমতো	972
14108	অ্যা	971
14109	উড়াল	971
14110	উন্নয়নকাজ	971
14111	উভয়কেই	971
14112	গড়েছিলেন	971
14113	বন্ধুবান্ধব	971
14114	বেরিয়েছে	971
14115	আওতাভুক্ত	970
14116	ওয়ার্ক	970
14117	গৃহহীন	970
14118	তিনিসহ	970
14119	নিকাশ	970
14120	পুরস্কারপ্রাপ্ত	970
14121	ফোর্সের	970
14122	ফ্রেন্ডস	970
14123	মিথ্যাচার	970
14124	সুরাইয়া	970
14125	ইকুয়েডর	969
14126	একাত্মতা	969
14127	তৈমুর	969
14128	নিয়মিতই	969
14129	ভাবতেই	969
14130	যমুনার	969
14131	শেখানোর	969
14132	সম	969
14133	আত	968
14134	কমলেও	968
14135	প্রতিটা	968
14136	বিশ্বকাপজয়ী	968
14137	রাজিব	968
14138	অপরাধীরা	967
14139	গতিবিধি	967
14140	পরবর্তিতে	967
14141	প্রাচ্যের	967
14142	ভালুকা	967
14143	মিউনিখের	967
14144	আর্নেস্ট	966
14145	উপনিষদের	966
14146	খোলেন	966
14147	চূড়া	966
14148	জাগে	966
14149	টিউব	966
14150	বিপত্তি	966
14151	ভূমধ্যসাগরীয়	966
14152	মানুষটি	966
14153	মিনহাজ	966
14154	মোকাররম	966
14155	মোজাফফর	966
14156	লাকি	966
14157	এসেও	965
14158	কর্তা	965
14159	জরুরী	965
14160	জাফরুল্লাহ	965
14161	দেখতেন	965
14162	বসতবাড়ি	965
14163	বুদ্ধিবৃত্তিক	965
14164	ভালবাসা	965
14165	ভেন্যুতে	965
14166	শিম	965
14167	সহজতর	965
14168	সাজাতে	965
14169	সাদৃশ্যপূর্ণ	965
14170	অণুর	964
14171	কোনোটাই	964
14172	ঘুড়ি	964
14173	দানব	964
14174	পড়াশুনা	964
14175	রিকি	964
14176	রিলিজ	964
14177	র‍্যাপিড	964
